snapped_at,price,market_cap,total_volume
2021-06-01 00:00:00 UTC,12.128850954564564,13619860.120204553,127284.80980305893
2021-06-02 00:00:00 UTC,11.663660790265302,13149744.527495706,120034.2194339969
2021-06-03 00:00:00 UTC,10.399207589605702,11767177.8356707,571507.5711063057
2021-06-04 00:00:00 UTC,10.538292890508032,12057094.018098675,239941.3366270984
2021-06-05 00:00:00 UTC,10.76753851650889,12162919.918682568,154881.72785629722
2021-06-06 00:00:00 UTC,11.388928540158428,12828947.699364757,106204.59069591985
2021-06-07 00:00:00 UTC,11.211862273587796,12661522.095038095,52049.91259377696
2021-06-08 00:00:00 UTC,11.242131744742336,12758566.731028192,371379.9075919078
2021-06-09 00:00:00 UTC,10.737047753058988,12200178.468202457,190901.99157647896
2021-06-10 00:00:00 UTC,10.714744510148638,12201054.812580118,107210.67593596478
2021-06-11 00:00:00 UTC,10.77989153707514,12256767.356913123,52249.05857420606
2021-06-12 00:00:00 UTC,10.399306918307495,11767422.336880181,83629.64594383747
2021-06-13 00:00:00 UTC,9.964542430681243,11545300.796475023,141828.62667454217
2021-06-14 00:00:00 UTC,11.815290874917428,13675832.999091351,865610.0018765877
2021-06-15 00:00:00 UTC,11.048824572695864,12807760.767711448,172081.12225661587
2021-06-16 00:00:00 UTC,11.225970744498925,13003571.30116404,22896.788254080693
2021-06-17 00:00:00 UTC,10.72198198448754,12411601.479386287,36390.19696135507
2021-06-18 00:00:00 UTC,10.830160056718093,12607976.582581814,434924.74718214985
2021-06-19 00:00:00 UTC,10.187182599472104,11740630.309616152,277878.03884227434
2021-06-20 00:00:00 UTC,9.818068925615407,11433282.568524012,21492.07176057478
2021-06-21 00:00:00 UTC,9.899542563804681,11499509.932362115,33694.49940899476
2021-06-22 00:00:00 UTC,8.872051767906335,10505311.55466903,187771.4259624838
2021-06-23 00:00:00 UTC,7.1987812965775495,8461075.368989876,276327.22966101597
2021-06-24 00:00:00 UTC,7.370578268875571,8558307.688463025,59037.076009108925
2021-06-25 00:00:00 UTC,7.0979704377040225,8342458.15019608,112023.7125329354
2021-06-26 00:00:00 UTC,6.978630890572968,10993093.726907622,82032.17013351346
2021-06-27 00:00:00 UTC,6.9968963008962435,10976134.969636599,21498.403367905128
2021-06-28 00:00:00 UTC,7.026831194974018,11066575.010710936,8250.570732012939
2021-06-29 00:00:00 UTC,6.9769312936689145,10969649.87515799,25543.91807752035
2021-06-30 00:00:00 UTC,6.9812234916077385,11043720.957433963,92783.52587924812
2021-07-01 00:00:00 UTC,6.985908869019938,11027766.854615541,34703.543473128324
2021-07-02 00:00:00 UTC,6.429684817612001,10140383.763780385,70595.17957900796
2021-07-03 00:00:00 UTC,6.602629983501371,10395879.035519285,77594.15752054928
2021-07-04 00:00:00 UTC,6.569603845356198,10343236.588335447,41676.74255164032
2021-07-05 00:00:00 UTC,6.50945093552415,10287225.041750465,50059.72504333787
2021-07-06 00:00:00 UTC,6.636381279480529,10991975.256693177,137466.1604923771
2021-07-07 00:00:00 UTC,7.010285697912847,11825451.759765299,126613.4377778755
2021-07-08 00:00:00 UTC,7.321961113127139,12486186.751688533,228558.27699544214
2021-07-09 00:00:00 UTC,7.527520536565106,12939283.27507105,61290.724519940675
2021-07-10 00:00:00 UTC,7.700763427870248,13282968.459505467,203417.6203215556
2021-07-11 00:00:00 UTC,7.395246631097656,12805731.204535253,68573.09155067621
2021-07-12 00:00:00 UTC,7.442523434896997,16102633.85042743,5050.75356132186
2021-07-13 00:00:00 UTC,7.540889110266438,16329965.366565607,76983.29369952496
2021-07-14 00:00:00 UTC,7.256373665622648,15731680.657570891,61188.684159520155
2021-07-15 00:00:00 UTC,6.910804257071342,15002068.82877349,85892.82638260418
2021-07-16 00:00:00 UTC,6.738496849855619,14661572.198675228,66760.62419496561
2021-07-17 00:00:00 UTC,6.655480619635247,14426502.985497713,19537.34016581649
2021-07-18 00:00:00 UTC,6.795018970463555,14727246.506748104,3242.7849463807024
2021-07-19 00:00:00 UTC,6.665578948061074,14393003.224096652,11594.728098080855
2021-07-20 00:00:00 UTC,6.402118733745939,13955736.296511577,109391.72602397043
2021-07-21 00:00:00 UTC,6.300694587976065,13735288.361927869,52922.91889840297
2021-07-22 00:00:00 UTC,5.725691740161196,12640759.621052327,256189.96572218853
2021-07-23 00:00:00 UTC,5.613797436772882,12494689.696359606,44544.19765736922
2021-07-24 00:00:00 UTC,6.023799298891793,13349556.713956648,191411.95635532757
2021-07-25 00:00:00 UTC,5.686542913859966,12721349.666570812,21707.417296495452
2021-07-26 00:00:00 UTC,5.738572534760193,12917023.541375078,33524.03988302902
2021-07-27 00:00:00 UTC,5.650441087553511,12664745.340379052,24439.295043054986
2021-07-28 00:00:00 UTC,5.816287555719284,13020123.949341333,36744.37502055237
2021-07-29 00:00:00 UTC,6.011295344109054,13462015.0557213,124124.42067596779
2021-07-30 00:00:00 UTC,6.140830340766008,13718651.661540516,37704.751471813775
2021-07-31 00:00:00 UTC,5.97281903141287,13294348.078287523,173472.3538110714
2021-08-01 00:00:00 UTC,6.08179877973959,13651033.894663427,37554.34979376253
2021-08-02 00:00:00 UTC,6.0960265257835715,13773057.21704536,49677.248365660365
2021-08-03 00:00:00 UTC,6.930049155747974,15549942.106431313,365167.6705002008
2021-08-04 00:00:00 UTC,7.758645846912403,17509893.650994077,558699.1370238635
2021-08-05 00:00:00 UTC,7.8227179036348655,17687189.973355077,116285.5342334299
2021-08-06 00:00:00 UTC,10.660454385627045,24130034.85682983,966538.4410339188
2021-08-07 00:00:00 UTC,10.25212746012606,23096482.63286687,678795.009776175
2021-08-08 00:00:00 UTC,14.38751755526974,32593915.165563498,2249383.6323441765
2021-08-09 00:00:00 UTC,14.255069939316881,33197737.210566808,537890.9109037921
2021-08-10 00:00:00 UTC,12.123624653164885,27938581.7226131,630879.6318337629
2021-08-11 00:00:00 UTC,12.115122139040954,27430237.720499575,81259.51256267993
2021-08-12 00:00:00 UTC,11.807461339760138,26774580.181099907,365910.7249986431
2021-08-13 00:00:00 UTC,13.860988082127642,31470007.12523556,406345.00660134293
2021-08-14 00:00:00 UTC,14.97861619947611,34085118.25459203,540523.8362667458
2021-08-15 00:00:00 UTC,14.306547083391072,32601426.771852296,114994.49465135085
2021-08-16 00:00:00 UTC,13.812795835065527,31517941.63159607,119240.56063618316
2021-08-17 00:00:00 UTC,11.092976397572995,25368666.012802288,832798.5776707069
2021-08-18 00:00:00 UTC,16.053708755939816,36680896.65969787,1828456.3720808204
2021-08-19 00:00:00 UTC,18.21184499415358,41959889.02049048,1747865.7731210354
2021-08-20 00:00:00 UTC,16.69608249891879,37810659.16010192,1328476.7770779827
2021-08-21 00:00:00 UTC,16.8977723370641,38876470.02551102,557840.8417910939
2021-08-22 00:00:00 UTC,16.080503638994028,37077932.71132734,304365.633215944
2021-08-23 00:00:00 UTC,16.136940229892403,37202451.67657504,345497.83932880824
2021-08-24 00:00:00 UTC,15.229413751177088,34763653.744743854,1821808.776239928
2021-08-25 00:00:00 UTC,15.171681110071562,35023676.46424788,168874.10661943728
2021-08-26 00:00:00 UTC,15.236984459407928,35138808.567711174,411072.9516604442
2021-08-27 00:00:00 UTC,15.143332589872154,35092931.97310522,68784.05625325284
2021-08-28 00:00:00 UTC,14.877737855852292,34432516.173826486,216056.52815050003
2021-08-29 00:00:00 UTC,14.767670573246582,34218045.47844533,223769.13754021443
2021-08-30 00:00:00 UTC,13.621137975392795,32159374.83591015,328728.8118829196
2021-08-31 00:00:00 UTC,12.315959476934486,29347545.272314847,290666.51156138285
2021-09-01 00:00:00 UTC,12.281693252565784,29047745.12242213,222349.46538927895
2021-09-02 00:00:00 UTC,13.386013744383707,31589554.280666426,255065.99915825838
2021-09-03 00:00:00 UTC,13.580757222165857,32158299.90634997,402419.8054876184
2021-09-04 00:00:00 UTC,12.56573192924658,29756130.301052146,418307.151115288
2021-09-05 00:00:00 UTC,12.280561264151315,29161424.4135542,210632.97003151407
2021-09-06 00:00:00 UTC,12.176244777984207,28914291.00517582,55865.049109689426
2021-09-07 00:00:00 UTC,11.924625907455663,28279273.802147456,236890.91139639428
2021-09-08 00:00:00 UTC,11.799134668858182,28084401.22866452,73497.72446268323
2021-09-09 00:00:00 UTC,10.609103848462981,25278274.295135953,231860.4616970792
2021-09-10 00:00:00 UTC,10.346928710407049,24629618.710511763,97694.63439743636
2021-09-11 00:00:00 UTC,10.582519179553975,25152538.12863954,142411.5549307447
2021-09-12 00:00:00 UTC,9.886684045798638,23513784.802641496,298225.49618628994
2021-09-13 00:00:00 UTC,10.498595869351606,25179763.75910276,265297.3180595545
2021-09-14 00:00:00 UTC,10.214138616943163,24303162.867530096,180000.36441080173
2021-09-15 00:00:00 UTC,10.255196630075426,24570946.54553391,77390.69156249569
2021-09-16 00:00:00 UTC,10.472243050758554,24970265.177180745,96175.4511518337
2021-09-17 00:00:00 UTC,9.961152458133748,23729243.259902354,148214.2077421389
2021-09-18 00:00:00 UTC,9.230820676831803,21991377.09912343,196372.4686958994
2021-09-19 00:00:00 UTC,9.16539417836927,21881146.623531498,164571.96565497405
2021-09-20 00:00:00 UTC,11.378397985126904,27266002.173454385,973383.7427447533
2021-09-21 00:00:00 UTC,11.0712666378979,26450341.610390663,194553.65435710526
2021-09-22 00:00:00 UTC,11.42763938421171,27379722.581143837,397024.1711075753
2021-09-23 00:00:00 UTC,16.399225731490116,38852058.20758572,1472672.9069464512
2021-09-24 00:00:00 UTC,15.175715716078855,36411101.83326583,1290701.866829742
2021-09-25 00:00:00 UTC,14.613106341911589,35256928.6039952,938018.9885973014
2021-09-26 00:00:00 UTC,14.124352771775827,34090380.1172229,465673.4580360354
2021-09-27 00:00:00 UTC,12.9030600233502,30813136.823292233,658990.8341475691
2021-09-28 00:00:00 UTC,15.392832721806094,37234609.42252531,875453.883242145
2021-09-29 00:00:00 UTC,14.735137728659339,35225279.17756202,392609.5759512863
2021-09-30 00:00:00 UTC,15.11031659893948,36456902.09719784,416667.2572917476
2021-10-01 00:00:00 UTC,14.092186567151893,34021764.359775566,598418.363774887
2021-10-02 00:00:00 UTC,13.917427849066932,33595292.522973076,1227897.5629952014
2021-10-03 00:00:00 UTC,17.537028368595212,42361666.03666615,2338139.4962219
2021-10-04 00:00:00 UTC,18.144551573050506,43823651.89418782,805002.5593925144
2021-10-05 00:00:00 UTC,16.488848718439296,40080877.337383926,554358.6119560037
2021-10-06 00:00:00 UTC,17.491389094934146,42603183.74073198,322135.75856301695
2021-10-07 00:00:00 UTC,19.66083101167177,47898482.068418324,1265795.5594999613
2021-10-08 00:00:00 UTC,16.958260756385325,41512655.91247459,1048479.0165796827
2021-10-09 00:00:00 UTC,15.854338149753016,39231305.07289882,770408.6903886901
2021-10-10 00:00:00 UTC,16.569186733621052,40960123.84362603,368216.97496887995
2021-10-11 00:00:00 UTC,17.285801171724135,42840900.63916526,488545.62313961034
2021-10-12 00:00:00 UTC,19.9393607122602,49592354.500456,3060433.1056328057
2021-10-13 00:00:00 UTC,23.250842491286363,58219470.81380634,2194018.152309684
2021-10-14 00:00:00 UTC,36.13814658473083,92289381.0807687,12660354.17672704
2021-10-15 00:00:00 UTC,33.85233508248787,86000035.42936417,13371117.696734164
2021-10-16 00:00:00 UTC,27.594157681117224,76392640.1528878,4940333.465408115
2021-10-17 00:00:00 UTC,27.901398942927273,77600308.07182528,1653494.7057481715
2021-10-18 00:00:00 UTC,28.89632235015685,79879557.02617663,2946342.5986674954
2021-10-19 00:00:00 UTC,30.58874709160456,84222046.79606561,3748847.515720169
2021-10-20 00:00:00 UTC,28.262927023380943,79335424.06177594,3280233.2919903877
2021-10-21 00:00:00 UTC,25.554094538296326,71485748.52950315,3401051.306361416
2021-10-22 00:00:00 UTC,26.451457944887412,73671147.49385753,1528968.450861395
2021-10-23 00:00:00 UTC,26.360521551242474,73641978.77145922,962242.2734013834
2021-10-24 00:00:00 UTC,25.669380491956886,71647560.70273988,1131905.59754072
2021-10-25 00:00:00 UTC,23.758504552463275,66340539.59100359,934503.1944246641
2021-10-26 00:00:00 UTC,24.014062130068865,67301533.18759254,2141308.080038157
2021-10-27 00:00:00 UTC,27.869284684721134,78034530.64257017,2361914.3983151475
2021-10-28 00:00:00 UTC,25.67574072180854,71701515.76403263,1510886.478125221
2021-10-29 00:00:00 UTC,23.17008463211348,64772994.05829849,980262.4619497311
2021-10-30 00:00:00 UTC,23.069799968559362,64400522.648932144,601437.2335466675
2021-10-31 00:00:00 UTC,21.917799810773424,61588271.38177073,861582.3259867758
2021-11-01 00:00:00 UTC,21.349052851524373,59901552.38387589,723426.4174217887
2021-11-02 00:00:00 UTC,26.401976045310292,74762504.16190253,6272737.239106716
2021-11-03 00:00:00 UTC,23.863911132671337,67004095.43013538,1835733.686315904
2021-11-04 00:00:00 UTC,23.870786032879472,67049652.481797,467971.1459438724
2021-11-05 00:00:00 UTC,24.41508366148074,68180404.49788415,536031.5821337041
2021-11-06 00:00:00 UTC,23.020086559182104,64583554.78774532,852532.4969625307
2021-11-07 00:00:00 UTC,19.805341033947332,55837771.805881284,848661.8657623427
2021-11-08 00:00:00 UTC,20.276300924066124,57112393.996804,642076.7290569377
2021-11-09 00:00:00 UTC,21.47018140659975,61454049.00432527,2649286.271664852
2021-11-10 00:00:00 UTC,22.027873945055973,62409448.086942114,866220.9641766506
2021-11-11 00:00:00 UTC,23.56192875405093,67083891.82540826,1859921.493834939
2021-11-12 00:00:00 UTC,22.41928443937544,63903256.69986414,833325.7181574317
2021-11-13 00:00:00 UTC,19.313447293771087,55215221.182283536,1008570.6660003588
2021-11-14 00:00:00 UTC,19.591313905101003,55879913.91260379,1430792.5766901113
2021-11-15 00:00:00 UTC,19.416853339065778,55439651.708716124,453735.90604851826
2021-11-16 00:00:00 UTC,19.612749023635125,56094084.81573373,648889.6285050946
2021-11-17 00:00:00 UTC,20.866760162731225,59759908.02557885,1458054.1055067284
2021-11-18 00:00:00 UTC,21.22395480631825,60535707.55033873,625372.0256021852
2021-11-19 00:00:00 UTC,24.452636304659887,70105614.84946832,5113541.265777153
2021-11-20 00:00:00 UTC,30.704450145414754,87989322.67438284,5687734.508391749
2021-11-21 00:00:00 UTC,37.51837773905506,107771373.73939072,4825330.759871049
2021-11-22 00:00:00 UTC,32.949127914874616,94937208.9903549,3890804.2171163163
2021-11-23 00:00:00 UTC,28.375441052802792,81666323.37500358,2676025.2373010307
2021-11-24 00:00:00 UTC,26.836799205644382,77173199.45171498,2143262.1869664453
2021-11-25 00:00:00 UTC,26.214225889802947,75547372.32270063,1388531.8024453283
2021-11-26 00:00:00 UTC,26.564712328982463,76457404.08900537,1012473.6705166668
2021-11-27 00:00:00 UTC,21.604686394516772,62178146.49116899,2760782.5956734754
2021-11-28 00:00:00 UTC,21.089045461235226,60856488.5857079,708277.1493299411
2021-11-29 00:00:00 UTC,20.704865214509386,59875729.651139714,739306.0728430715
2021-11-30 00:00:00 UTC,22.684572547876268,65406686.13653336,1180536.6122089638
2021-12-01 00:00:00 UTC,22.132259001881955,64363787.123806134,1143307.8150765265
2021-12-02 00:00:00 UTC,22.790759189294434,65889460.94661875,2013061.1664377549
2021-12-03 00:00:00 UTC,25.490435246822493,73374091.59256674,1807034.8624649895
2021-12-04 00:00:00 UTC,23.877908422405568,69411559.23230287,1370434.2590165897
2021-12-05 00:00:00 UTC,23.58941014538475,68437042.92245194,2172795.4439345174
2021-12-06 00:00:00 UTC,23.60446331990549,68403716.07994483,860624.8032184831
2021-12-07 00:00:00 UTC,19.95838494624362,57943888.28336796,1354677.888401272
2021-12-08 00:00:00 UTC,19.9469813743087,58063936.86085135,327190.7024188877
2021-12-09 00:00:00 UTC,19.588904521442068,57188130.86556257,387512.3242403552
2021-12-10 00:00:00 UTC,22.317505350313947,65083388.46591399,2556886.7571153915
2021-12-11 00:00:00 UTC,21.302560391778574,61641669.6321578,2854933.2980636866
2021-12-12 00:00:00 UTC,23.94505744622248,69060352.6154082,2148086.6292416295
2021-12-13 00:00:00 UTC,20.171157534630083,58664851.94571111,1376249.833008717
2021-12-14 00:00:00 UTC,19.927084237226012,57789083.34974935,478616.9086853565
2021-12-15 00:00:00 UTC,19.3645586472028,55973441.71395735,1056559.2610399283
2021-12-16 00:00:00 UTC,19.508647676543813,56513562.215277225,229317.68104482294
2021-12-17 00:00:00 UTC,18.522423892719942,53595953.64479469,1130756.9372756463
2021-12-18 00:00:00 UTC,18.1115631969012,52518113.40945892,296298.28972334054
2021-12-19 00:00:00 UTC,18.250705057223804,52918521.24410149,473595.78969226254
2021-12-20 00:00:00 UTC,17.53299124348726,51014856.712400585,275901.54752219596
2021-12-21 00:00:00 UTC,16.939554802717414,49459643.68604601,574697.0152524216
2021-12-22 00:00:00 UTC,15.826174044357378,46465944.256193094,649897.5159112001
2021-12-23 00:00:00 UTC,15.938256293222626,47533762.83631577,1020126.4654185906
2021-12-24 00:00:00 UTC,15.960856868591605,49257933.26690448,254829.88743291562
2021-12-25 00:00:00 UTC,16.284961461335694,50320611.77707958,264746.0235931835
2021-12-26 00:00:00 UTC,16.073643344603074,50196742.92639073,179373.35139933505
2021-12-27 00:00:00 UTC,15.9753235190828,49365844.350883804,223482.17173772719
2021-12-28 00:00:00 UTC,15.292533043158812,47256101.925676584,1721326.3042830871
2021-12-29 00:00:00 UTC,15.004901657645052,46445292.89669874,257344.38087173615
2021-12-30 00:00:00 UTC,18.4282679181842,56887314.007479966,1931835.9749179943
2021-12-31 00:00:00 UTC,18.100660714720696,56142270.17365374,1287944.5550829272
2022-01-01 00:00:00 UTC,17.74507846135126,55225592.80031853,565495.9168389185
2022-01-02 00:00:00 UTC,17.173419523076088,53327918.1196777,546624.5704338733
2022-01-03 00:00:00 UTC,16.308704055488302,50731197.38757457,650688.9646114614
2022-01-04 00:00:00 UTC,16.3557686656441,51473435.73660218,657896.0088322285
2022-01-05 00:00:00 UTC,21.418005740887935,69871475.76801082,4631667.987681113
2022-01-06 00:00:00 UTC,18.23739437675761,58840575.655088544,2142468.627653925
2022-01-07 00:00:00 UTC,17.525495950109864,56599282.41881415,1308089.8797432014
2022-01-08 00:00:00 UTC,15.394292576019462,51042027.37897361,1701288.7456728173
2022-01-09 00:00:00 UTC,14.56692880323784,48311907.562483415,641070.8449293535
2022-01-10 00:00:00 UTC,14.790724690733875,49032151.30065789,613908.6853591724
2022-01-11 00:00:00 UTC,14.296704976542038,47743916.42881288,947545.8289179774
2022-01-12 00:00:00 UTC,14.548362880850252,48712069.7264556,1017912.5712884886
2022-01-13 00:00:00 UTC,14.254696106281578,47807890.58952532,1186782.9801119112
2022-01-14 00:00:00 UTC,14.078045191911512,47035589.11844339,819824.4823177186
2022-01-15 00:00:00 UTC,14.173887159818053,47220428.56250741,693087.3789449832
2022-01-16 00:00:00 UTC,14.107111958443145,47176283.70562103,451900.293985517
2022-01-17 00:00:00 UTC,14.131163195038468,47246561.487991914,279775.0887515713
2022-01-18 00:00:00 UTC,13.931524717480068,46629255.37839719,683842.1597888648
2022-01-19 00:00:00 UTC,13.466306631689044,45221914.74648147,631020.3516393822
2022-01-20 00:00:00 UTC,12.375884770341603,41620312.63132072,2024565.558971151
2022-01-21 00:00:00 UTC,12.808544685367359,43031090.77134996,4339883.51351518
2022-01-22 00:00:00 UTC,11.236782895242122,37709459.51363447,923137.8556693655
2022-01-23 00:00:00 UTC,10.659513115518678,35773417.12254781,657153.644719093
2022-01-24 00:00:00 UTC,10.604765415371595,35577195.716083385,655742.8481074674
2022-01-25 00:00:00 UTC,12.2381683903787,41482214.48809011,3924480.063760182
2022-01-26 00:00:00 UTC,14.601194625037973,55125510.559329815,9114974.9489947
2022-01-27 00:00:00 UTC,15.309109798452297,63190609.21074229,8598409.622761747
2022-01-28 00:00:00 UTC,14.721040448574913,60876717.52285261,5163144.4443182275
2022-01-29 00:00:00 UTC,14.581064797838149,51573434.340187676,4087372.7985392134
2022-01-30 00:00:00 UTC,14.413362244157124,51006420.477711216,5360027.402187535
2022-01-31 00:00:00 UTC,15.136430063966307,53582106.049154304,4235143.566444713
2022-02-01 00:00:00 UTC,15.918004808142435,56399121.48115959,5396805.90502399
2022-02-02 00:00:00 UTC,15.29761715198499,54315813.664103605,3888843.4980520215
2022-02-03 00:00:00 UTC,15.561678543277173,55606789.04498997,4123561.799214964
2022-02-04 00:00:00 UTC,15.042419752041756,55032864.97498938,2736445.2441270254
2022-02-05 00:00:00 UTC,15.336386254382893,55792929.3590311,2742210.3033452244
2022-02-06 00:00:00 UTC,15.300189594151323,56143281.01867901,2445305.5023127114
2022-02-07 00:00:00 UTC,15.301522894419705,56063316.89295807,3609511.355205907
2022-02-08 00:00:00 UTC,15.315299172262295,56117895.237469815,3014624.4799592816
2022-02-09 00:00:00 UTC,15.041259435468486,56144470.95464492,2714529.211239593
2022-02-10 00:00:00 UTC,15.178978085484077,56773278.18994509,2437269.335811576
2022-02-11 00:00:00 UTC,19.357731095346114,72925063.45079659,9743076.646830551
2022-02-12 00:00:00 UTC,25.069125550092217,97210493.42886016,30207397.60297772
2022-02-13 00:00:00 UTC,20.95500382843801,79851207.98018783,17595515.354205333
2022-02-14 00:00:00 UTC,19.616660591169993,75445672.1839014,5012078.59886625
2022-02-15 00:00:00 UTC,20.146311299850414,77421849.72898321,5414277.055456258
2022-02-16 00:00:00 UTC,21.921984752592852,84322457.45635475,5858722.833366826
2022-02-17 00:00:00 UTC,25.22962434302677,97210216.68952167,9732005.84272087
2022-02-18 00:00:00 UTC,24.24417690834481,93654908.2514313,7271184.373743329
2022-02-19 00:00:00 UTC,23.587901731342633,91297466.75165254,4876549.00796098
2022-02-20 00:00:00 UTC,23.795994763635107,92003351.32964417,4407354.058446334
2022-02-21 00:00:00 UTC,22.789649256251796,88156366.40148363,4296437.02005699
2022-02-22 00:00:00 UTC,21.46188005488206,83327262.87755017,4332108.514603618
2022-02-23 00:00:00 UTC,22.161839952891082,86181396.41198815,5314338.437680221
2022-02-24 00:00:00 UTC,21.87129069010175,85151944.075049,3392724.276302002
2022-02-25 00:00:00 UTC,21.010585221491045,81856888.32364818,3194499.285732263
2022-02-26 00:00:00 UTC,21.20320736971505,90411676.9793042,2369356.561418893
2022-02-27 00:00:00 UTC,20.982645754101124,90625559.68821757,1763003.598078619
2022-02-28 00:00:00 UTC,21.371655662066836,92552114.95503986,1959596.1178956714
2022-03-01 00:00:00 UTC,20.98358204567481,90847396.6495779,2901112.1681059995
2022-03-02 00:00:00 UTC,21.57669279627393,93330867.45416223,2843157.8994381176
2022-03-03 00:00:00 UTC,22.222672754609913,96359986.96145223,2240540.3424537126
2022-03-04 00:00:00 UTC,24.191294839590288,106647534.80005756,4137271.201932543
2022-03-05 00:00:00 UTC,24.060718244912493,106019276.85120727,2624149.386701953
2022-03-06 00:00:00 UTC,23.24074802460175,102385673.07508154,2028652.8700705697
2022-03-07 00:00:00 UTC,23.231627560312152,102470459.78835051,2446839.324923212
2022-03-08 00:00:00 UTC,21.999398433594724,96966536.05269894,3276707.8698851108
2022-03-09 00:00:00 UTC,21.989301740349926,98917274.17142515,1806812.9775105685
2022-03-10 00:00:00 UTC,21.889568243712297,98522116.9555225,1622168.7530829862
2022-03-11 00:00:00 UTC,21.84333486082651,98408214.57641198,1868573.8712066032
2022-03-12 00:00:00 UTC,22.41701936777632,101095732.94632621,2188899.6645796886
2022-03-13 00:00:00 UTC,22.86548668343538,103246786.23878065,1797426.5702263974
2022-03-14 00:00:00 UTC,22.523384049590582,101804871.39475769,1880018.5183627282
2022-03-15 00:00:00 UTC,22.831727194042085,103025462.42175592,1776822.5128413313
2022-03-16 00:00:00 UTC,25.532508381807062,115113426.78511205,4645967.905765248
2022-03-17 00:00:00 UTC,25.26004946434521,113298178.86984341,2982686.8139721113
2022-03-18 00:00:00 UTC,26.590328464183155,120216704.28493275,5683717.442965913
2022-03-19 00:00:00 UTC,29.99056411358387,135950400.99733475,5870267.96644201
2022-03-20 00:00:00 UTC,29.766933908293318,135102935.31514338,4477396.045043276
2022-03-21 00:00:00 UTC,31.422057506592193,142867882.24342778,3154773.9144643657
2022-03-22 00:00:00 UTC,35.41372951429694,162167401.86588594,12099066.895634215
2022-03-23 00:00:00 UTC,38.86083511521095,179421178.6309831,10514089.55882948
2022-03-24 00:00:00 UTC,38.100042067534275,175419805.6728161,5820894.076908921
2022-03-25 00:00:00 UTC,40.32976525394262,185321730.85735768,5941546.724085297
2022-03-26 00:00:00 UTC,44.615906093372466,202988536.74783826,9196519.776078735
2022-03-27 00:00:00 UTC,50.069183790980645,231924660.28017506,19312439.077409502
2022-03-28 00:00:00 UTC,49.42870763559067,227329053.1961455,8984807.336189909
2022-03-29 00:00:00 UTC,44.45836995899958,205328245.69898155,11288587.509875141
2022-03-30 00:00:00 UTC,46.561385905260124,220744734.5592906,7550300.014392077
2022-03-31 00:00:00 UTC,52.24895192787693,249319778.6861569,10566379.186666392
2022-04-01 00:00:00 UTC,50.970282320420615,242426811.27108622,12544229.03797571
2022-04-02 00:00:00 UTC,49.83518751924942,237765062.02623126,8857685.868901124
2022-04-03 00:00:00 UTC,51.941936557730884,247907353.45365927,4478860.784316002
2022-04-04 00:00:00 UTC,48.676929351995355,231994748.1661817,6071575.133480003
